canonical_keyword,suggested_title,category,variant_count,signal_strength,already_covered,all_variants
jira roadmaps tutorial,jira roadmaps tutorial,tutorial,1,low,False,jira roadmaps tutorial
jira advanced roadmap tutorial,jira advanced roadmap tutorial,tutorial,1,low,False,jira advanced roadmap tutorial
jira software tutorial for beginners,jira software tutorial for beginners,tutorial,1,low,False,jira software tutorial for beginners
jira helpdesk tutorial,jira helpdesk tutorial,tutorial,1,low,False,jira helpdesk tutorial
jira learning tutorial,jira learning tutorial,tutorial,1,low,False,jira learning tutorial
jira agile tutorial,jira agile tutorial,tutorial,1,low,False,jira agile tutorial
jira administrator tutorial,jira administrator tutorial,tutorial,1,low,False,jira administrator tutorial
jira tool tutorial,jira tool tutorial,tutorial,1,low,False,jira tool tutorial
jira automation tutorial,jira automation tutorial,tutorial,1,low,False,jira automation tutorial
jira documentation tutorial,jira documentation tutorial,tutorial,1,low,False,jira documentation tutorial
jira align tutorial,jira align tutorial,tutorial,1,low,False,jira align tutorial
jira beginner tutorial,jira beginner tutorial,tutorial,1,low,False,jira beginner tutorial
jira product vision board tutorial,jira product vision board tutorial,tutorial,1,low,False,jira product vision board tutorial
jira dashboard creation tutorial,jira dashboard creation tutorial,tutorial,1,low,False,jira dashboard creation tutorial
jira testing tutorial beginners,jira testing tutorial beginners,tutorial,1,low,False,jira testing tutorial beginners
jira create issue tutorial,jira create issue tutorial,tutorial,1,low,False,jira create issue tutorial
jira rtm tutorial,jira rtm tutorial,tutorial,1,low,False,jira rtm tutorial
jira asset management tutorial,jira asset management tutorial,tutorial,1,low,False,jira asset management tutorial
jira product roadmap tutorial,jira product roadmap tutorial,tutorial,1,low,False,jira product roadmap tutorial
jira cloud tutorial,jira cloud tutorial,tutorial,1,low,False,jira cloud tutorial
tutorial for jira,tutorial for jira,tutorial,1,low,False,tutorial for jira
jira api tutorial,jira api tutorial,tutorial,1,low,False,jira api tutorial
jira jql tutorial,jira jql tutorial,tutorial,1,low,False,jira jql tutorial
jira reporting tutorial,jira reporting tutorial,tutorial,1,low,False,jira reporting tutorial
jira zephyr tutorial,jira zephyr tutorial,tutorial,1,low,False,jira zephyr tutorial
jira work management tutorial,jira work management tutorial,tutorial,1,low,False,jira work management tutorial
jira timeline tutorial,jira timeline tutorial,tutorial,1,low,False,jira timeline tutorial
jira video tutorial,jira video tutorial,tutorial,1,low,False,jira video tutorial
jira bug tracking tutorial,jira bug tracking tutorial,tutorial,1,low,False,jira bug tracking tutorial
jira portfolio tutorial,jira portfolio tutorial,tutorial,1,low,False,jira portfolio tutorial
jira workflow tutorial,jira workflow tutorial,tutorial,1,low,False,jira workflow tutorial
jira product backlog tutorial,jira product backlog tutorial,tutorial,1,low,False,jira product backlog tutorial
jira scrum board tutorial,jira scrum board tutorial,tutorial,1,low,False,jira scrum board tutorial
jira product discovery tutorial,jira product discovery tutorial,tutorial,1,low,False,jira product discovery tutorial
jira query language tutorial,jira query language tutorial,tutorial,1,low,False,jira query language tutorial
jira dashboards tutorial,jira dashboards tutorial,tutorial,1,low,False,jira dashboards tutorial
jira rest api tutorial,jira rest api tutorial,tutorial,1,low,False,jira rest api tutorial
jira board tutorial,jira board tutorial,tutorial,1,low,False,jira board tutorial
jira test management tool tutorial,jira test management tool tutorial,tutorial,1,low,False,jira test management tool tutorial
jira forms tutorial,jira forms tutorial,tutorial,1,low,False,jira forms tutorial
jira bug tracking tool tutorial,jira bug tracking tool tutorial,tutorial,1,low,False,jira bug tracking tool tutorial
jira create epic tutorial,jira create epic tutorial,tutorial,1,low,False,jira create epic tutorial
jira custom workflow tutorial,jira custom workflow tutorial,tutorial,1,low,False,jira custom workflow tutorial
jenkins jira plugin custom field tutorial,jenkins jira plugin custom field tutorial,tutorial,1,low,False,jenkins jira plugin custom field tutorial
jira cloud tutorial for beginners,jira cloud tutorial for beginners,tutorial,1,low,False,jira cloud tutorial for beginners
jira for project management tutorial,jira for project management tutorial,tutorial,1,low,False,jira for project management tutorial
jira confluence tutorial for beginners,jira confluence tutorial for beginners,tutorial,1,low,False,jira confluence tutorial for beginners
atlassian jira plugin development tutorial,atlassian jira plugin development tutorial,tutorial,1,low,False,atlassian jira plugin development tutorial
jira insight tutorial,jira insight tutorial,tutorial,1,low,False,jira insight tutorial
jira plugin development tutorial,jira plugin development tutorial,tutorial,1,low,False,jira plugin development tutorial
jira user management tutorial,jira user management tutorial,tutorial,1,low,False,jira user management tutorial
jira automation rules tutorial,jira automation rules tutorial,tutorial,1,low,False,jira automation rules tutorial
jira java api tutorial,jira java api tutorial,tutorial,1,low,False,jira java api tutorial
jira testing tool tutorial,jira testing tool tutorial,tutorial,1,low,False,jira testing tool tutorial
jira structure board tutorial,jira structure board tutorial,tutorial,1,low,False,jira structure board tutorial
jira service desk workflow tutorial,jira service desk workflow tutorial,tutorial,1,low,False,jira service desk workflow tutorial
jira task management tutorial,jira task management tutorial,tutorial,1,low,False,jira task management tutorial
jira beginners tutorial,jira beginners tutorial,tutorial,1,low,False,jira beginners tutorial
jira ppt tutorial,jira ppt tutorial,tutorial,1,low,False,jira ppt tutorial
jira developer tutorial,jira developer tutorial,tutorial,1,low,False,jira developer tutorial
jira portfolio management tutorial,jira portfolio management tutorial,tutorial,1,low,False,jira portfolio management tutorial
jira project management template tutorial,jira project management template tutorial,tutorial,1,low,False,jira project management template tutorial
jira tool tutorial for beginners,jira tool tutorial for beginners,tutorial,1,low,False,jira tool tutorial for beginners
jira official documentation tutorial learn,jira official documentation tutorial learn,tutorial,1,low,False,jira official documentation tutorial learn
jira development tutorial,jira development tutorial,tutorial,1,low,False,jira development tutorial
jira queries tutorial,jira queries tutorial,tutorial,1,low,False,jira queries tutorial
jira dashboard gadgets tutorial,jira dashboard gadgets tutorial,tutorial,1,low,False,jira dashboard gadgets tutorial
jira management tutorial,jira management tutorial,tutorial,1,low,False,jira management tutorial
jira project management tool tutorial,jira project management tool tutorial,tutorial,1,low,False,jira project management tool tutorial
jira for testing tutorial,jira for testing tutorial,tutorial,1,low,False,jira for testing tutorial
